1084 Forestdale Boulevard Birmingham  AL 35214,33.556113492097,-86.88878093180429,AL
69574 Main Street Blountsville  AL 35031,34.088399736842106,-86.58733084210529,AL
70307 Main Street Blountsville  AL 35031,34.0956943568577,-86.5800462637188,AL
204 Saint Nicholas Avenue Brewton  AL 36426,31.116234999999996,-87.07406800000001,AL
1713 Douglas Avenue Brewton  AL 36426,31.135528464018897,-87.0688171354017,AL
Highway 31 South Brewton  AL 36426,31.105177899999997,-87.0721918,AL
131 Mildred Street Brewton  AL 36426,31.102426200847002,-87.07136340122351,AL
3597 Jaybird Road Brighton  AL 35020,33.428553836103895,-86.95275678081421,AL
1112 East Pushmataha Street Butler  AL 36904,32.089839500000004,-88.2078848181818,AL
918 South Mulberry Avenue Butler  AL 36904,32.07486,-88.225698,AL
228 South Mulberry Avenue Butler  AL 36904,32.07486,-88.225698,AL
112 East Pushmataha Street Butler  AL 36904,32.111461,-88.134851,AL
800 South Mulberry Avenue Butler  AL 36904,32.07486,-88.225698,AL
321 South Mulberry Avenue Butler  AL 36904,32.0848363129294,-88.22193957900998,AL
431 Marina Road Camden  AL 36726,38.09885165,-92.7870615147723,AL
12 Claiborne Street Camden  AL 36726,31.993272452646497,-87.2843979668875,AL
31804 Northeast 1st Avenue Carbon Hill  AL 35549,33.886717,-87.523798,AL
2085 Nauvoo Road Carbon Hill  AL 35549,33.9070221262631,-87.5086349201965,AL
Route 2 Castleberry  AL 36432,31.2990599,-87.02247209999999,AL
100 Piedmont Road Centre  AL 35960,33.841842,-86.315042,AL
1960 West Main Street Centre  AL 35960,34.1568716,-85.69996379999999,AL
903 East Main Street Centre  AL 35960,34.1480974433769,-85.6676821105659,AL
308 Jordan Street Chatom  AL 36518,31.4689447958015,-88.25343214652081,AL
1010 Lair Lane Cherokee  AL 35616,34.750009949897496,-87.96242833953511,AL
32121 US Highway 280 Childersburg  AL 35044,33.261494,-86.34872800000001,AL
19415 North 3rd Street Citronelle  AL 36522,31.115178000000004,-88.245536,AL
409 7th Street South Clanton  AL 35045,32.8303072746859,-86.62701529501041,AL
Highway 31 South Clanton  AL 35045,32.8387371,-86.6294262,AL
2261 7th Street South Clanton  AL 35046,32.8001978,-86.5753002,AL
402 Lay Dam Road Clanton  AL 35045,32.846253000000004,-86.624365,AL
3504 7th Street North Clanton  AL 35045,32.871441127516796,-86.6506148389262,AL
2208 7th Street North Clanton  AL 35045,32.8608824066444,-86.64179627109631,AL
6412 Old Springville Road Clay  AL 35126,33.691258285219305,-86.6195375049992,AL
6408 Old Springville Road Clay  AL 35048,33.691222203604305,-86.61957187982071,AL
6404 University Boulevard East Cottondale  AL 35453,33.184281,-87.416667,AL
13306 Cottonwood Road Cottonwood  AL 36320,31.045863579937897,-85.2970320162422,AL
1104 North Lake Drive Lexington  SC 29072,34.0026638101397,-81.226987982913,SC
Main Street Crossville  AL 35962,34.286968,-85.990062,AL
105 3rd Avenue Southwest Cullman  AL 35055,34.1757013469388,-86.84569355102042,AL
1941 2nd Avenue Northwest Cullman  AL 35055,34.191051638702696,-86.85251913915572,AL
504 2nd Avenue Northwest Cullman  AL 35055,34.2058998,-86.8593856,AL
721 2nd Avenue Northwest Cullman  AL 35055,34.1823601320543,-86.8480006954439,AL
1734 County Road 437 Cullman  AL 35055,34.075283,-86.906787,AL
1625 County Road 437 Cullman  AL 35055,34.075283,-86.906787,AL
2000 Main Avenue Southwest Cullman  AL 35055,34.157291,-86.84809,AL
1931 Eva Road Northeast Cullman  AL 35055,34.2027436,-86.82785890000001,AL
2100 Main Avenue Southwest Cullman  AL 35055,34.157291,-86.84809,AL
201 2nd Avenue Southeast Cullman  AL 35055,34.1752116534046,-86.84022289105481,AL
308 East South Street Dadeville  AL 36853,32.8285632196491,-85.764783091925,AL
127 Austinville Road Southwest Decatur  AL 35601,34.5804308970614,-86.98706410293859,AL
2401 Beltline Road Southwest Decatur  AL 35601,34.567336,-87.011829,AL
101 6th Avenue Southeast Decatur  AL 35601,34.603741,-86.980122,AL
1126 6th Avenue Southeast Decatur  AL 35601,34.5907674585776,-86.98021883891691,AL
604 6th Avenue Northeast Decatur  AL 35601,34.6071575942535,-86.97979238041849,AL
105 6th Avenue Northeast Decatur  AL 35601,34.6040075925926,-86.9801164074074,AL
401 Beltline Road Southwest Decatur  AL 35601,34.567336,-87.011829,AL
1403 Carridale Street Southwest Decatur  AL 35601,34.5749480763863,-87.0080500414958,AL
106 6th Avenue Northwest Decatur  AL 35601,34.6048004147403,-86.99510544654258,AL
1110 4th Avenue North Bessemer  AL 35020,33.3945712464226,-86.9614109169022,AL
257 South Jackson Street Grove Hill  AL 36451,31.6956490918367,-87.77696398979592,AL
1480 Minor Parkway Docena  AL 35060,33.5476605061728,-86.9256850041152,AL
3078 South Oates Street Dothan  AL 36301,31.1824406923077,-85.4020120384615,AL
1231 South Foster Street Dothan  AL 36301,31.208289228966198,-85.39187743652259,AL
1814 South Oates Street Dothan  AL 36301,31.200412825964605,-85.3978130019496,AL
1082 West Main Street Dothan  AL 36301,31.226608799999998,-85.4061321,AL
3206 Montgomery Highway Dothan  AL 36303,31.252783366479303,-85.42891331232549,AL
2409 Reeves Street Dothan  AL 36303,31.257291499999997,-85.3879078,AL
3770 Montgomery Highway Dothan  AL 36303,31.259053857142895,-85.43511071428571,AL
100 Race Track Road Dothan  AL 36303,31.278825,-85.455701,AL
361 South Oates Street Dothan  AL 36301,31.219929204081602,-85.39291867346941,AL
2583 Ross Clark Circle Dothan  AL 36301,31.197924846153803,-85.41336126923079,AL
2702 Thorndale Place Dothan  AL 36301,31.265291931954497,-85.4362693560152,AL
2214 Reeves Street Dothan  AL 36303,31.254478499999998,-85.3881493,AL
812 West Main Street Dothan  AL 36301,31.2260238,-85.40262059999999,AL
2251 Ross Clark Circle Dothan  AL 36301,31.191278000000004,-85.4050295,AL
3376 West Main Street Dothan  AL 36305,31.239005,-85.46999699999999,AL
1166 South Saint Andrews Street Dothan  AL 36301,31.209042473884395,-85.3910503080674,AL
1486 West Main Street Dothan  AL 36301,31.22741065,-85.4122239928988,AL
2574 Ross Clark Circle Dothan  AL 36301,31.198065384615397,-85.4135120769231,AL
18320 Andalusia Highway Dozier  AL 36028,31.4917113836217,-86.3723042653452,AL
435 Simmons Street Elba  AL 36323,31.414599,-86.071501,AL
25411 Elkton Road Elkmont  AL 35620,34.9175448781898,-86.90889661394951,AL
6650 Elmore Road Elmore  AL 36025,32.5433390961424,-86.3067604173205,AL
648B Boll Weevil Circle Enterprise  AL 36330,31.333587965134,-85.8625249557162,AL
641 Boll Weevil Circle Enterprise  AL 36330,31.3335381559612,-85.8628477974801,AL
3514 South Eufaula Avenue Eufaula  AL 36027,31.826361,-85.1634195454545,AL
1900 Bush River Road Columbia  SC 29210,34.030407200000006,-81.1028243,SC
816 South Eufaula Avenue Eufaula  AL 36027,31.881646033610895,-85.1464569566217,AL
3281 South Eufaula Avenue Eufaula  AL 36027,31.838814081879697,-85.1659878569002,AL
302 Boligee Street Eutaw  AL 35462,32.82142,-87.932786,AL
99 Greensboro Street Eutaw  AL 35462,32.8384632,-87.883092,AL
4084 Eva Road Eva  AL 35621,34.3328289402874,-86.7588611924317,AL
325 West Front Street Evergreen  AL 36401,31.435418186972104,-86.95347581027191,AL
Owassa Road Evergreen  AL 36401,31.465533,-86.944839,AL
5 Wildfork Road Excel  AL 36439,31.406303,-87.377993,AL
13750 County Road 42 Fackler  AL 35746,34.7768088,-85.8989415,AL
5218 Valley Road Fairfield  AL 35064,33.468568,-86.93629909999999,AL
4109 Gary Avenue Fairfield  AL 35064,33.494751190471504,-86.9121525592588,AL
152 South Section Street Fairhope  AL 36532,30.5186735390945,-87.90290214374691,AL
9990 Fairhope Ave Fairhope  AL 36532,30.5235442258065,-87.8540057419355,AL
505 Fairhope Avenue Fairhope  AL 36532,30.522948848484802,-87.8990433333333,AL
9990 State Highway 104 Fairhope  AL 36532,30.5454316966779,-87.8526594289702,AL
18983 South Greeno Road Fairhope  AL 36532,30.5007924222222,-87.88623508888891,AL
321 2nd Avenue Northeast Fayette  AL 35555,33.688668723076894,-87.82887947692308,AL
1515 Temple Avenue North Fayette  AL 35555,33.705054371717,-87.82557025140561,AL
24548 5th Avenue Florala  AL 36442,30.9981373050627,-86.3027465822765,AL
801 Cox Creek Parkway Florence  AL 35630,34.84329475,-87.6668744403809,AL
2540 Florence Boulevard Florence  AL 35630,34.827712240778105,-87.6380108750424,AL
1315 North Pine Street Florence  AL 35630,34.8196964106258,-87.6855525142849,AL
3688 Cloverdale Road Florence  AL 35633,34.8583837886591,-87.6916401702948,AL
227 East Tennessee Street Florence  AL 35630,34.8009655978807,-87.6742534838303,AL
1261 Florence Boulevard Florence  AL 35630,34.8192044,-87.6581277714333,AL
243 West Laurel Avenue Foley  AL 36535,30.406596,-87.699127,AL
291 Old Fort Road West Fort Deposit  AL 36032,31.9858409255184,-86.57205356619042,AL
100 Greenhill Boulevard Northwest Fort Payne  AL 35967,34.494896999999995,-85.705713,AL
600 Gault Avenue South Fort Payne  AL 35967,34.436478,-85.726954,AL
501 Gault Avenue North Fort Payne  AL 35967,34.4444189682901,-85.7195796969392,AL
209 35th Street Northeast Fort Payne  AL 35967,34.470719,-85.684031,AL
3908 Gault Avenue North Fort Payne  AL 35967,34.442567,-85.721177,AL
1201 Gault Avenue South Fort Payne  AL 35967,34.429303999999995,-85.73339,AL
1016 Gault Avenue South Fort Payne  AL 35967,34.4328161105285,-85.7303861204514,AL
4838 Bowden Street Frisco City  AL 36445,31.4262631717163,-87.40856843771161,AL
1329 Walker Chapel Road Fultondale  AL 35068,33.6084747,-86.8036462,AL
2500 Walker Chapel Road Fultondale  AL 35068,33.6058445,-86.82028249999999,AL
7081 Floyd Highway North Copper Hill  VA 24079,37.0429706072206,-80.1629658154037,VA
4998 Main Street Fyffe  AL 35971,34.433628000000006,-85.924461,AL
210 East Meighan Boulevard Gadsden  AL 35903,34.0106289124042,-85.99033056382669,AL
524 Tuscaloosa Avenue Gadsden  AL 35901,34.0208713755201,-86.00204136531309,AL
1511 East Broad Street Gadsden  AL 35903,33.994664189213,-85.97726326016779,AL
1290 South 11th Street Gadsden  AL 35904,34.0017565558733,-86.0230512601722,AL
1808 East Meighan Boulevard Gadsden  AL 35903,33.9965186812025,-85.96782356597159,AL
1755 Rainbow Drive Gadsden  AL 35901,33.990196999999995,-86.004471,AL
5236 Tabor Road Gadsden  AL 35904,34.043550599999996,-86.0183743,AL
533 East Broad Street Gadsden  AL 35903,34.005197038320496,-85.987689271981,AL
1325 Noccalula Road Gadsden  AL 35904,34.0372740537033,-86.02248587856691,AL
1016 Ewing Avenue Gadsden  AL 35901,34.031022799999995,-85.9812248,AL
301 West Meighan Boulevard Gadsden  AL 35901,34.015114000000004,-86.000276,AL
300 West Meighan Boulevard Gadsden  AL 35901,34.014969,-86.000371,AL
1701 Broadway Ave Gadsden  AL 35904,33.996229,-86.031312,AL
1724 West Grand Avenue Gadsden  AL 35904,33.9938686047831,-86.076388387003,AL
400 North 12th Street Gadsden  AL 35901,34.019781,-86.0196052,AL
936 Rainbow Drive Gadsden  AL 35901,33.9983073625,-86.0045176125,AL
1230 West Meighan Boulevard Gadsden  AL 35901,34.0222595907567,-86.0236842677622,AL
651 Decatur Highway Gardendale  AL 35071,33.640669,-86.807165,AL
565 Fieldstown Road Gardendale  AL 35071,33.6519112,-86.821623,AL
1130 Decatur Highway Gardendale  AL 35071,33.6550531,-86.8115114,AL
1008 Decatur Highway Gardendale  AL 35071,33.6521356,-86.8106568,AL
606 Fieldstown Road Gardendale  AL 35071,33.652716600000005,-86.82320909999999,AL
Maple Avenue Geneva  AL 36340,31.040581,-85.860749,AL
1435 Bankhead Highway Southwest Graysville  AL 35073,33.6142584252293,-86.96856459287571,AL
615 University Boulevard East Tuscaloosa  AL 35401,33.189258,-87.456065,AL
1007 Fort Dale Road Greenville  AL 36037,31.8535292655486,-86.64132519095742,AL
400 West Commerce Street Greenville  AL 36037,31.829541621052602,-86.6295977368421,AL
1008 Fort Dale Road Greenville  AL 36037,31.831923100000004,-86.62622490000001,AL
938 Fort Dale Road Greenville  AL 36037,31.846254068176197,-86.6395653002635,AL
1325 West Washington Street Greenville  MI 48838,43.177207371695204,-85.2708814910576,MI
243 Central Avenue Norwich  CT 6360,41.533284,-72.05681290000001,CT
1011 Fort Dale Road Greenville  AL 36037,31.853874229755302,-86.641229044265,AL
1616 East Commerce Street Greenville  AL 36037,31.831669823529396,-86.60453583823531,AL
939 Fort Dale Road Greenville  AL 36037,31.846259801132103,-86.6395672251976,AL
140 North Jackson Street Grove Hill  AL 36451,31.713234000000003,-87.776596,AL
2105 East 2nd Street Gulf Shores  AL 36542,30.2739375,-87.68372111354141,AL
Highway 69 Guntersville  AL 35976,34.3581474,-86.29470409999999,AL
Highway 195 Haleyville  AL 35565,34.226488,-87.62141329999999,AL
1173 Bexar Avenue West Hamilton  AL 35570,34.155409000000006,-88.01593199999999,AL
203 Main Street Northeast Hanceville  AL 35077,34.058612683941,-86.76792171583469,AL
700 Nance Ford Road Southwest Hartselle  AL 35640,34.431466,-86.943213,AL
1818 Main Street East Hartselle  AL 35640,34.4492756744186,-86.91285479069771,AL
Highway 26 Hatchechubbee  AL 36858,32.270703399999995,-85.2757733,AL
300 South Main Street Headland  AL 36345,31.346216,-85.34397,AL
2216 Almon Street Heflin  AL 36264,33.641181200000005,-85.59039940000001,AL
19000 Montgomery Highway Highland Home  AL 36041,31.965141999999997,-86.31132099999999,AL
317 West Valley Avenue Homewood  AL 35209,33.4684679,-86.83027340000001,AL
1569 Montgomery Highway Hoover  AL 35216,33.403709,-86.8057079,AL
2501 John Hawkins Parkway Hoover  AL 35244,33.3547745,-86.8465353333333,AL
7624 Mobile Highway Hope Hull  AL 36043,32.2693679183674,-86.3562938571429,AL
3111 Allison Bonnett Memorial Drive Hueytown  AL 35023,33.4553685102041,-86.9899069387755,AL
3200 Bob Wallace Avenue Southwest Huntsville  AL 35805,34.711579,-86.609344,AL
608 Church Street Northwest Huntsville  AL 35801,34.7385160612245,-86.59359873469391,AL
200 Governors Drive Southeast Huntsville  AL 35801,34.719941897727296,-86.5769664545455,AL
2614 Governors Drive Southwest Huntsville  AL 35805,34.720133000000004,-86.601475,AL
4011 University Drive Northwest Huntsville  AL 35816,34.7349347142857,-86.63258185714291,AL
497 Dan Tibbs Road Northwest Huntsville  AL 35806,34.779019,-86.6717695,AL
3501 Pulaski Pike Northwest Huntsville  AL 35810,34.771405,-86.616787,AL
2000 Whitesburg Drive South Huntsville  AL 35801,34.719854,-86.579257,AL
1315 Meridian Street North Huntsville  AL 35801,34.7479896773946,-86.58365799004629,AL
4964 Memorial Parkway Northwest Huntsville  AL 35810,34.792359375,-86.57738825,AL
8511 Whitesburg Drive South Huntsville  AL 35802,34.6516562916667,-86.5662922916667,AL
2305 Governors Drive Southwest Huntsville  AL 35805,34.720128,-86.5970062857143,AL
2520 Memorial Parkway Northwest Huntsville  AL 35810,34.770607500000004,-86.58595009999999,AL
3420 Memorial Parkway Northwest Huntsville  AL 35810,34.769885861409996,-86.5860891480343,AL
2000 Washington Street Northwest Huntsville  AL 35811,34.749361,-86.588479,AL
1619 Pulaski Pike Northwest Huntsville  AL 35816,34.7413805384615,-86.60487884615391,AL
1811 Grants Mill Road Irondale  AL 35210,33.520284160714304,-86.6585375,AL
322 Commerce Street Jackson  AL 36545,31.508928000000004,-87.914268,AL
Highway 43 North Jackson  AL 36545,42.154121999999994,-79.10180600000001,AL
2361 Pelham Road South Jacksonville  AL 36265,33.7700497218045,-85.7685068195489,AL
917 Francis Street West Jacksonville  AL 36265,33.8164148367347,-85.7720444081633,AL
Old Birmingham Highway Jasper  AL 35501,33.8264,-87.240933,AL
3 North Lafayette Street Lafayette  AL 36862,32.914949,-85.399715,AL
2310 Broad Avenue Lanett  AL 36863,32.8496381428571,-85.1875907142857,AL
3645 Veterans Memorial Parkway Lanett  AL 36863,32.84645641462,-85.2320487862864,AL
2420 Lafayette Parkway Opelika  AL 36801,32.6787592512563,-85.37035156783921,AL
1825 Ashville Road Leeds  AL 35094,33.563523675,-86.5217926,AL
